Site,DBH(cm),Total.height(m),Dry.total.AGB(kg),Wood.specific.gravity
Venezuela2,47.8,28.9,1831.62,0.71
Venezuela2,58.6,32.0,3780.99,0.72
Venezuela2,82.2,28.8,5124.56,0.69
Venezuela2,15.1,20.0,208.72,0.67
Venezuela2,23.0,19.6,359.65,0.55
Venezuela2,28.5,25.1,347.38,0.38
Venezuela2,20.6,20.1,268.68,0.61
Venezuela2,19.3,24.9,387.49,0.71
Venezuela2,30.1,26.3,836.04,0.73
Venezuela2,10.3,10.4,36.70,0.53
Venezuela2,11.6,17.4,91.45,0.80
Venezuela2,11.9,19.3,71.00,0.63
Venezuela2,17.2,22.4,139.67,0.42
Venezuela2,21.5,26.7,367.08,0.69
Venezuela2,24.5,25.1,439.44,0.63
Venezuela2,32.8,27.6,626.70,0.69
Venezuela2,35.6,25.5,710.79,0.65
Venezuela2,35.7,28.9,601.41,0.59
Venezuela2,36.3,27.3,755.95,0.54
Venezuela2,36.6,32.6,678.25,0.49
Venezuela2,48.5,29.7,2185.92,0.68
Venezuela2,52.8,25.9,1228.16,0.58
Venezuela2,54.0,33.5,2586.01,0.74
Venezuela2,67.5,32.0,3772.63,0.57
Venezuela2,73.5,31.0,2300.53,0.70
Venezuela2,91.0,32.0,4379.34,0.65
Venezuela2,94.5,32.2,4762.73,0.67
Venezuela2,136.8,37.9,9852.72,0.67
Venezuela2,14.5,21.7,78.27,0.48
Venezuela2,58.3,26.2,2689.52,0.56
Venezuela2,13.3,19.4,111.47,0.57
Venezuela2,12.0,18.8,61.52,0.44
WestJava,5.0,4.0,2.86,0.44
WestJava,5.1,4.0,2.40,0.44
WestJava,5.5,3.3,2.93,0.39
WestJava,5.5,5.6,4.13,0.44
WestJava,5.7,4.5,4.09,0.44
WestJava,5.8,4.1,3.62,0.41
WestJava,6.0,4.4,5.11,0.69
WestJava,6.0,5.1,4.91,0.44
WestJava,6.3,6.0,4.92,0.54
WestJava,6.8,3.9,4.83,0.69
WestJava,6.8,3.8,4.50,0.44
WestJava,7.0,5.4,7.08,0.44
WestJava,7.2,5.2,7.93,0.44
WestJava,7.2,5.3,7.25,0.47
WestJava,7.3,7.2,8.38,0.44
WestJava,7.8,3.5,5.67,0.36
WestJava,8.2,7.4,11.87,0.44
WestJava,8.3,7.2,10.64,0.45
WestJava,9.3,9.3,14.58,0.54
WestJava,9.3,7.3,12.05,0.44
WestJava,9.4,6.7,14.77,0.44
WestJava,9.5,6.1,12.53,0.46
WestJava,10.0,7.7,18.70,0.44
WestJava,10.1,7.5,15.33,0.54
WestJava,11.2,8.2,21.12,0.39
WestJava,12.4,12.8,35.38,0.42
WestJava,12.5,12.2,40.03,0.54
WestJava,12.6,9.3,33.04,0.50
WestJava,14.6,11.8,54.53,0.44
WestJava,14.8,13.0,74.04,0.44
WestJava,16.4,17.9,71.55,0.42
WestJava,16.5,13.5,64.91,0.44
WestJava,16.7,14.3,89.14,0.42
WestJava,18.2,14.5,98.47,0.42
WestJava,18.2,12.3,88.00,0.41
WestJava,20.2,16.5,144.25,0.44
WestJava,22.5,14.6,159.36,0.54
WestJava,25.1,17.8,215.26,0.44
WestJava,27.8,20.7,278.88,0.44
WestJava,28.5,23.1,284.19,0.44
WestJava,31.8,23.2,458.92,0.41
Yucatan,11.3,12.1,60.45,0.54
Yucatan,11.6,14.7,41.79,0.64
Yucatan,12.7,10.5,40.31,0.64
Yucatan,12.8,11.6,49.23,0.64
Yucatan,13.5,13.5,82.41,0.64
Yucatan,14.3,12.6,96.07,0.64
Yucatan,14.7,14.9,101.71,0.64
Yucatan,15.0,11.9,97.65,0.64
Yucatan,15.3,14.2,99.16,0.64
Yucatan,16.4,14.6,143.54,0.64
Yucatan,17.0,12.2,198.37,0.64
Yucatan,18.3,10.0,73.89,0.64
Yucatan,19.6,11.6,169.24,0.64
Yucatan,19.7,12.8,127.00,0.64
Yucatan,20.2,9.6,49.64,0.64
Yucatan,21.0,13.3,209.58,0.64
Yucatan,23.5,12.8,210.54,0.64
Yucatan,29.2,13.4,332.89,0.64
Yucatan,16.5,16.7,113.52,0.87
Yucatan,19.0,18.4,167.73,0.87
Yucatan,22.9,13.2,211.01,0.87
Yucatan,25.5,19.0,290.27,0.87
Yucatan,31.5,22.1,673.57,0.87
Yucatan,38.2,23.6,1085.25,0.87
Yucatan,12.8,13.6,93.63,0.60
Yucatan,16.4,14.8,243.82,0.60
Yucatan,17.5,17.0,178.98,0.60
Yucatan,18.1,15.8,182.00,0.60
Yucatan,18.2,16.5,226.25,0.60
Yucatan,20.3,17.3,265.23,0.60
Yucatan,23.8,19.9,449.42,0.60
Yucatan,28.6,19.4,564.76,0.60
Yucatan,31.1,19.5,775.88,0.60
Yucatan,31.4,21.6,648.79,0.60
Yucatan,34.8,19.0,984.18,0.60
Yucatan,35.4,20.4,1214.87,0.60
Yucatan,37.3,22.3,1265.45,0.60
Yucatan,41.7,23.2,1041.84,0.60
Yucatan,44.9,21.4,1414.83,0.60
Yucatan,58.5,22.0,2036.03,0.60
Yucatan,63.4,21.8,3257.18,0.60
Yucatan,18.6,16.0,178.48,0.31
Yucatan,10.7,14.2,67.70,0.63
Yucatan,14.0,12.5,132.20,0.63
Yucatan,14.5,12.0,119.07,0.63
Yucatan,17.2,16.8,209.12,0.64
Yucatan,27.4,12.6,143.58,0.69
Yucatan,13.1,13.0,125.13,0.51
Yucatan,10.5,11.5,72.71,0.51
Yucatan,10.7,12.7,67.42,0.51
Yucatan,11.3,14.3,81.24,0.51
Yucatan,12.1,14.6,94.82,0.51
Yucatan,10.6,8.7,42.05,0.71
Yucatan,11.5,10.8,67.09,0.71
Yucatan,11.9,13.6,59.69,0.71
Yucatan,17.1,13.5,120.71,1.00
Yucatan,21.7,19.3,377.46,1.00
Yucatan,24.5,17.7,436.75,1.00
Yucatan,17.2,16.6,315.48,0.73
Yucatan,10.2,12.0,59.27,0.66
Yucatan,21.0,16.0,280.27,0.66
Yucatan,28.2,17.0,328.67,0.57
Yucatan,33.4,19.4,680.36,0.57
Yucatan,35.5,17.0,704.16,0.57
Yucatan,36.6,20.3,879.49,0.57
Yucatan,45.4,19.8,730.05,0.57
Yucatan,10.0,8.7,21.62,0.81
Yucatan,10.0,12.4,52.86,0.81
Yucatan,11.2,12.2,76.47,0.81
Yucatan,11.4,12.6,75.11,0.81
Yucatan,12.3,11.1,91.86,0.81
Yucatan,14.0,16.0,135.35,0.81
Yucatan,15.2,12.4,97.68,0.81
Yucatan,16.4,12.2,172.14,0.81
Yucatan,23.0,13.3,433.39,0.81
Yucatan,23.2,15.4,358.09,0.81
Yucatan,23.5,17.1,424.90,0.81
Yucatan,25.2,16.5,539.56,0.81
Yucatan,26.0,17.4,483.23,0.81
Yucatan,35.0,10.6,455.01,0.81
Yucatan,37.3,18.1,1163.54,0.81
Yucatan,53.3,18.1,1409.58,0.81
Yucatan,15.1,15.4,153.14,0.63
Yucatan,13.5,13.9,57.45,0.26
Yucatan,15.5,13.6,85.18,0.26
Yucatan,28.5,19.2,324.78,0.26
Yucatan,10.7,12.5,53.03,0.79
Yucatan,12.9,15.2,93.18,0.79
Yucatan,13.4,14.4,79.12,0.79
Yucatan,23.2,12.9,104.35,0.79
Yucatan,24.0,16.9,306.85,0.79
Yucatan,24.0,16.6,414.86,0.79
Yucatan,25.6,14.5,456.21,0.79
Yucatan,28.0,21.0,638.99,0.79
Yucatan,10.3,10.0,52.14,0.71
Yucatan,10.4,8.5,35.81,0.71
Yucatan,10.4,11.7,50.33,0.71
Yucatan,10.6,12.8,57.33,0.71
Yucatan,10.8,10.6,72.99,0.71
Yucatan,10.9,10.6,77.55,0.71
Yucatan,11.0,12.3,54.00,0.71
Yucatan,11.2,10.8,84.38,0.71
Yucatan,11.3,9.8,45.34,0.71
Yucatan,11.5,15.1,94.71,0.71
Yucatan,11.8,13.0,83.05,0.71
Yucatan,11.8,13.0,98.71,0.71
Yucatan,11.9,12.4,86.15,0.71
Yucatan,12.1,8.5,63.72,0.71
Yucatan,12.9,10.3,86.24,0.71
Yucatan,13.0,11.5,103.14,0.71
Yucatan,13.4,12.9,101.25,0.71
Yucatan,13.6,10.9,79.65,0.71
Yucatan,13.6,13.4,130.57,0.71
Yucatan,14.1,8.2,36.99,0.71
Yucatan,15.1,14.4,183.57,0.71
Yucatan,17.8,12.4,230.06,0.71
Yucatan,18.2,14.6,282.49,0.71
Yucatan,19.5,11.6,100.99,0.71
Yucatan,20.4,14.6,307.57,0.71
Yucatan,21.0,15.6,302.93,0.71
Yucatan,24.3,14.0,364.63,0.71
Yucatan,10.2,12.5,59.99,0.78
Yucatan,16.1,13.7,124.76,0.90
Yucatan,18.0,14.2,159.37,0.90
Yucatan,26.0,16.7,334.51,0.90
Yucatan,34.2,19.0,809.12,0.90
Yucatan,16.6,10.5,119.51,0.41
Yucatan,24.4,17.1,133.06,0.39
Yucatan,24.6,18.2,205.15,0.39
Yucatan,33.5,17.0,334.14,0.39
Yucatan,45.3,18.1,820.79,0.39
Yucatan,12.9,13.0,132.37,0.87
Yucatan,29.9,19.0,709.16,0.87
Yucatan,34.1,17.8,1030.80,0.87
Yucatan,31.7,20.5,305.32,0.94
Yucatan,17.1,10.1,108.26,0.63
Yucatan,10.2,12.4,51.92,0.63
Yucatan,10.2,10.6,53.39,0.63
Yucatan,10.2,10.6,57.49,0.63
Yucatan,10.3,7.4,31.27,0.63
Yucatan,10.4,11.3,59.92,0.63
Yucatan,10.5,8.7,71.99,0.63
Yucatan,10.6,10.7,43.35,0.63
Yucatan,10.6,10.7,46.65,0.63
Yucatan,10.6,12.3,58.28,0.63
Yucatan,10.6,11.9,77.75,0.63
Yucatan,10.9,8.6,44.11,0.63
Yucatan,11.1,10.3,43.42,0.63
Yucatan,11.2,11.5,66.28,0.63
Yucatan,11.5,11.4,74.21,0.63
Yucatan,11.5,10.0,75.65,0.63
Yucatan,11.6,12.3,83.88,0.63
Yucatan,11.7,10.9,59.90,0.63
Yucatan,12.0,12.8,59.84,0.63
Yucatan,12.4,9.9,56.92,0.63
Yucatan,12.4,12.7,95.41,0.63
Yucatan,12.5,10.7,73.23,0.63
Yucatan,12.6,11.7,83.30,0.63
Yucatan,12.8,11.4,65.57,0.63
Yucatan,12.9,11.0,78.39,0.63
Yucatan,13.2,9.1,115.70,0.63
Yucatan,13.3,12.5,82.84,0.63
Yucatan,13.6,12.3,121.80,0.63
Yucatan,13.7,12.6,109.37,0.63
Yucatan,13.7,12.5,133.23,0.63
Yucatan,14.1,14.0,117.94,0.63
Yucatan,14.5,13.6,169.17,0.63
Yucatan,15.1,10.3,129.97,0.63
Yucatan,15.2,13.6,123.96,0.63
Yucatan,15.5,13.9,146.63,0.63
Yucatan,15.7,13.0,124.69,0.63
Yucatan,21.2,11.8,230.70,0.66
Yucatan,30.5,18.5,750.53,0.56
Yucatan,45.8,19.2,1023.40,0.56
Yucatan,44.0,21.2,1546.30,0.56
Zambia,9.1,7.4,27.64,0.69
Zambia,16.6,10.4,80.10,0.69
Zambia,19.6,8.4,153.70,0.69
Zambia,5.1,4.7,13.36,0.63
Zambia,5.9,3.8,17.15,0.63
Zambia,7.2,6.0,24.14,0.63
Zambia,7.3,6.0,24.44,0.63
Zambia,8.0,5.8,27.18,0.63
Zambia,9.2,6.6,48.07,0.63
Zambia,9.4,6.8,35.66,0.63
Zambia,9.9,8.3,43.74,0.63
Zambia,10.7,8.5,54.45,0.63
Zambia,24.8,13.8,312.10,0.63
Zambia,29.0,9.4,250.50,0.63
Zambia,5.7,5.1,15.80,0.67
Zambia,7.8,7.1,29.07,0.67
Zambia,19.1,9.7,143.80,0.67
Zambia,26.7,11.8,328.33,0.67
Zambia,37.4,12.3,846.50,0.67
Zambia,8.4,5.9,26.48,0.83
Zambia,8.4,5.7,37.68,0.83
Zambia,9.7,8.1,52.44,0.83
Zambia,12.9,10.8,93.70,0.83
Zambia,16.7,8.4,148.40,0.83
Zambia,18.1,10.9,198.30,0.83
Zambia,6.0,4.8,10.03,0.62
Zambia,6.7,7.4,8.10,0.61
Zambia,8.0,6.5,11.31,0.61
Zambia,8.9,5.7,22.64,0.61
Zambia,10.7,8.3,44.05,0.61
Zambia,11.5,8.1,72.61,0.61
Zambia,5.4,4.1,8.46,0.99
Zambia,6.4,3.3,5.82,0.99
Zambia,7.5,5.2,14.66,0.99
Zambia,8.3,5.1,20.00,0.99
Zambia,8.6,6.8,35.17,0.99
Zambia,9.9,5.2,23.89,0.56
Zambia,11.8,6.8,77.80,0.56
Zambia,12.1,8.5,43.00,0.56
Zambia,12.1,9.0,75.70,0.56
Zambia,14.0,6.6,55.60,0.56
Zambia,15.1,7.5,82.60,0.56
Zambia,16.6,7.4,88.69,0.56
Zambia,17.2,8.0,118.30,0.56
Zambia,17.5,7.9,153.00,0.56
Zambia,19.7,9.4,208.50,0.56
Zambia,22.0,11.0,304.04,0.56
Zambia,22.9,11.6,367.27,0.56
Zambia,5.3,5.7,11.43,0.73
Zambia,5.7,6.6,9.39,0.73
Zambia,5.7,8.2,12.46,0.73
Zambia,5.7,4.3,6.79,0.73
Zambia,6.0,7.5,17.00,0.73
Zambia,6.2,6.6,10.18,0.73
Zambia,6.2,5.8,19.25,0.73
Zambia,6.4,5.0,20.39,0.73
Zambia,6.7,6.0,14.45,0.73
Zambia,7.0,6.9,22.13,0.73
Zambia,7.3,6.0,14.11,0.73
Zambia,8.3,6.9,16.67,0.73
Zambia,8.3,8.0,24.87,0.73
Zambia,8.6,6.4,22.45,0.73
Zambia,8.6,7.1,30.34,0.73
Zambia,8.9,5.9,15.02,0.73
Zambia,9.4,7.8,42.91,0.73
Zambia,9.5,6.0,23.11,0.73
Zambia,9.5,6.0,25.11,0.73
Zambia,9.9,7.8,39.15,0.73
Zambia,10.5,7.4,27.94,0.73
Zambia,10.5,7.3,43.24,0.73
Zambia,10.5,7.6,46.24,0.73
Zambia,12.1,10.4,56.80,0.73
Zambia,12.1,8.4,49.80,0.73
Zambia,12.4,7.5,47.70,0.73
Zambia,12.4,8.0,69.60,0.73
Zambia,13.2,9.5,87.25,0.73
Zambia,13.4,9.5,71.00,0.73
Zambia,13.4,10.0,89.94,0.73
Zambia,13.7,8.2,94.08,0.73
Zambia,14.0,8.6,64.00,0.73
Zambia,14.2,8.6,121.01,0.73
Zambia,14.6,9.8,100.00,0.73
Zambia,15.1,9.1,103.10,0.73
Zambia,15.3,8.1,101.02,0.73
Zambia,16.2,9.5,113.50,0.73
Zambia,19.4,9.2,201.85,0.73
Zambia,20.4,9.4,180.15,0.73
Zambia,21.3,8.7,231.90,0.73
Zambia,21.5,9.8,212.65,0.73
Zambia,24.2,8.4,241.00,0.73
Zambia,25.1,10.8,279.50,0.73
Zambia,32.5,13.3,704.40,0.73
Zambia,5.4,4.5,8.50,0.76
Zambia,5.7,4.3,6.18,0.76
Zambia,6.0,6.0,9.03,0.76
Zambia,8.1,5.5,13.90,0.76
Zambia,9.7,8.3,43.39,0.76
Zambia,11.1,8.2,52.05,0.76
Zambia,12.1,8.0,45.20,0.76
Zambia,21.0,7.8,143.32,0.62
Zambia,7.3,3.6,16.78,0.62
Zambia,9.4,9.0,17.90,0.62
Zambia,9.4,4.1,25.20,0.62
Zambia,9.5,4.7,22.40,0.62
Zambia,11.5,5.0,33.29,0.62
Zambia,12.4,5.9,51.21,0.62
Zambia,20.7,7.5,180.90,0.62
Zambia,19.1,9.1,163.20,0.72
Zambia,6.2,6.3,13.87,0.78
Zambia,7.3,4.2,15.18,0.78
Zambia,9.9,4.0,13.97,0.78
Zambia,18.5,9.4,127.40,0.78
Zambia,8.3,4.6,9.10,0.62
Zambia,9.7,6.6,28.61,0.56
Zambia,8.8,6.0,17.70,0.87
Zambia,14.0,5.5,64.70,0.90
Zambia,15.8,7.1,74.80,0.90
Zambia,5.4,3.0,2.90,0.65
Zambia,6.4,3.0,9.22,0.65
Zambia,7.0,5.0,8.94,0.58
Zambia,8.9,6.6,30.94,0.58
Zambia,10.8,5.6,23.03,0.58
Zambia,14.0,6.4,57.00,0.58
Zambia,14.2,5.5,61.80,0.58
Zambia,15.9,8.9,94.23,0.58
Zambia,34.4,10.7,469.50,0.58
Zambia,5.4,4.3,7.72,0.65
Zambia,6.4,5.0,9.06,0.65
Zambia,10.3,7.5,54.05,0.65
Zambia,13.1,7.6,73.62,0.65
Zambia,14.3,8.2,66.29,0.65
Zambia,15.8,9.3,119.00,0.65
Zambia,16.6,8.5,85.30,0.65
Zambia,21.0,8.5,163.10,0.65
Zambia,23.6,9.3,323.70,0.65
Zambia,25.1,10.0,309.30,0.65
Zambia,28.3,12.5,435.40,0.65
Zambia,28.6,9.3,358.16,0.65
Zambia,29.0,13.7,383.00,0.65
Zambia,6.4,3.8,6.35,0.40
Zambia,6.8,5.2,7.00,0.87
